sent_text,variable,label_issue,label_text,party,before,after
Stoffer ( SGP ) en Dassen ( Volt ) over internationale samenwerking,conflict,Ja,issue_yes,SGP,""" Zo creëer je meer haat . """,PVV-leider Wilders is het daar absoluut niet mee eens .
Stoffer ( SGP ) en Dassen ( Volt ) over internationale samenwerking,succes en falen,Nee,issue_no,SGP,""" Zo creëer je meer haat . """,PVV-leider Wilders is het daar absoluut niet mee eens .
"Vanavond staat de hele uitzending in het teken van het CDA , dat probeert op te krabbelen na tegenvallende verkiezingsuitslagen maar veel last heeft van concurrenten BBB en NSC .",issue position,Nee,issue_no,CDA,"Kiezers uit eigen kring komen aan bod met verwachtingen , ambities en kritiek .",Lijsttrekker Henri Bontenbal is te gast .
"Vanavond staat de hele uitzending in het teken van het CDA , dat probeert op te krabbelen na tegenvallende verkiezingsuitslagen maar veel last heeft van concurrenten BBB en NSC .",conflict,Nee,issue_no,CDA,"Kiezers uit eigen kring komen aan bod met verwachtingen , ambities en kritiek .",Lijsttrekker Henri Bontenbal is te gast .
"Vanavond staat de hele uitzending in het teken van het CDA , dat probeert op te krabbelen na tegenvallende verkiezingsuitslagen maar veel last heeft van concurrenten BBB en NSC .",succes en falen,Ja,issue_yes,CDA,"Kiezers uit eigen kring komen aan bod met verwachtingen , ambities en kritiek .",Lijsttrekker Henri Bontenbal is te gast .
In gesprek met Laurens Dassen ( Volt ),issue position,Nee,issue_no,Volt,We praten erover met correspondent Kysia Hekster .,
In gesprek met Laurens Dassen ( Volt ),conflict,Nee,issue_no,Volt,We praten erover met correspondent Kysia Hekster .,
In gesprek met Laurens Dassen ( Volt ),succes en falen,Nee,issue_no,Volt,We praten erover met correspondent Kysia Hekster .,
"Vanavond trappen we af met Stephan van Baarle , de nieuwe lijsttrekker van Denk .",issue position,Nee,issue_no,Overig,Gaza helpen via zee ?,"Honderden mensen met een buitenlands paspoort en tientallen gewonde Palestijnen konden vandaag Gaza verlaten , omdat de grens met Egypte even open was ."
"Vanavond trappen we af met Stephan van Baarle , de nieuwe lijsttrekker van Denk .",conflict,Nee,issue_no,Overig,Gaza helpen via zee ?,"Honderden mensen met een buitenlands paspoort en tientallen gewonde Palestijnen konden vandaag Gaza verlaten , omdat de grens met Egypte even open was ."
"Vanavond trappen we af met Stephan van Baarle , de nieuwe lijsttrekker van Denk .",succes en falen,Nee,issue_no,Overig,Gaza helpen via zee ?,"Honderden mensen met een buitenlands paspoort en tientallen gewonde Palestijnen konden vandaag Gaza verlaten , omdat de grens met Egypte even open was ."
"Deze bezorgdheid uit zich in een flink aantal politieke donaties , voornamelijk aan de VVD , door miljardairs zoals Marcel Boekhoorn en Robert van de Wallen .",issue position,Nee,issue_no,VVD,"Als voorbeeld noemt hij hogere belastingen voor vermogende mensen en de versoberde 30-procentregeling voor expats , wat het aantrekken van buitenlands talent voor bedrijven zou kunnen bemoeilijken .",""" Dit zijn mensen die zich voorheen nooit met politiek bemoeiden , maar nu opeens de VVD steunen , "" verklaart Van Riessen ."
"Deze bezorgdheid uit zich in een flink aantal politieke donaties , voornamelijk aan de VVD , door miljardairs zoals Marcel Boekhoorn en Robert van de Wallen .",conflict,Ja,issue_yes,VVD,"Als voorbeeld noemt hij hogere belastingen voor vermogende mensen en de versoberde 30-procentregeling voor expats , wat het aantrekken van buitenlands talent voor bedrijven zou kunnen bemoeilijken .",""" Dit zijn mensen die zich voorheen nooit met politiek bemoeiden , maar nu opeens de VVD steunen , "" verklaart Van Riessen ."
"Deze bezorgdheid uit zich in een flink aantal politieke donaties , voornamelijk aan de VVD , door miljardairs zoals Marcel Boekhoorn en Robert van de Wallen .",succes en falen,Nee,issue_no,VVD,"Als voorbeeld noemt hij hogere belastingen voor vermogende mensen en de versoberde 30-procentregeling voor expats , wat het aantrekken van buitenlands talent voor bedrijven zou kunnen bemoeilijken .",""" Dit zijn mensen die zich voorheen nooit met politiek bemoeiden , maar nu opeens de VVD steunen , "" verklaart Van Riessen ."
Omtzigt wil toch premier worden,issue position,Ja,issue_yes,NSC,,"Tijdens de eerste ronde , bijna vier weken geleden , kreeg geen van de kandidaten genoeg stemmen om direct te winnen ."
Omtzigt wil toch premier worden,conflict,Nee,issue_no,NSC,,"Tijdens de eerste ronde , bijna vier weken geleden , kreeg geen van de kandidaten genoeg stemmen om direct te winnen ."
Omtzigt wil toch premier worden,succes en falen,Nee,issue_no,NSC,,"Tijdens de eerste ronde , bijna vier weken geleden , kreeg geen van de kandidaten genoeg stemmen om direct te winnen ."
"Het gaat om de programma's van VVD , D66 , ChristenUnie , GroenLinks-PvdA en Volt .",issue position,Ja,issue_yes,VVD,"Dat hij ten aanzien van Oekraïne "" één op één het standpunt van het Kremlin "" verwoordt , zoals politiek verslaggever Wilco Boom hem voor de voeten gooit , vindt Baudet geen punt .","In zijn ogen is Rusland , dat in februari 2022 van meerdere kanten Oekraïne binnenviel , nooit van plan geweest om Oekraïne in te lijven ."
"Het gaat om de programma's van VVD , D66 , ChristenUnie , GroenLinks-PvdA en Volt .",conflict,Nee,issue_no,VVD,"Dat hij ten aanzien van Oekraïne "" één op één het standpunt van het Kremlin "" verwoordt , zoals politiek verslaggever Wilco Boom hem voor de voeten gooit , vindt Baudet geen punt .","In zijn ogen is Rusland , dat in februari 2022 van meerdere kanten Oekraïne binnenviel , nooit van plan geweest om Oekraïne in te lijven ."
"Het gaat om de programma's van VVD , D66 , ChristenUnie , GroenLinks-PvdA en Volt .",succes en falen,Nee,issue_no,VVD,"Dat hij ten aanzien van Oekraïne "" één op één het standpunt van het Kremlin "" verwoordt , zoals politiek verslaggever Wilco Boom hem voor de voeten gooit , vindt Baudet geen punt .","In zijn ogen is Rusland , dat in februari 2022 van meerdere kanten Oekraïne binnenviel , nooit van plan geweest om Oekraïne in te lijven ."
"Van haar achterban krijgt SP-leider Lilian Marijnissen alle steun , maar de mensen daarbuiten lijkt ze minder te bereiken met haar boodschap .",issue position,Nee,issue_no,SP,,"De SP heeft nu negen zetels in de Tweede Kamer , maar wordt gepeild op vijf ."
"Van haar achterban krijgt SP-leider Lilian Marijnissen alle steun , maar de mensen daarbuiten lijkt ze minder te bereiken met haar boodschap .",conflict,Ja,issue_yes,SP,,"De SP heeft nu negen zetels in de Tweede Kamer , maar wordt gepeild op vijf ."
"Van haar achterban krijgt SP-leider Lilian Marijnissen alle steun , maar de mensen daarbuiten lijkt ze minder te bereiken met haar boodschap .",succes en falen,Nee,issue_no,SP,,"De SP heeft nu negen zetels in de Tweede Kamer , maar wordt gepeild op vijf ."
"De drie , Thierry Baudet , Gideon van Meijeren en Freek Jansen , hebben zich niet aan de gedragsregels gehouden , omdat ze een nevenfunctie niet hebben geregistreerd bij de Tweede Kamer .",issue position,Ja,issue_yes,FvD,Via het Instagram-account van de NOS kon je vragen insturen voor Lilian Marijnissen .,Politiek-verslaggever Albert Bos legde deze vragen vanochtend voor aan de SP-leider .
"De drie , Thierry Baudet , Gideon van Meijeren en Freek Jansen , hebben zich niet aan de gedragsregels gehouden , omdat ze een nevenfunctie niet hebben geregistreerd bij de Tweede Kamer .",conflict,Nee,issue_no,FvD,Via het Instagram-account van de NOS kon je vragen insturen voor Lilian Marijnissen .,Politiek-verslaggever Albert Bos legde deze vragen vanochtend voor aan de SP-leider .
"De drie , Thierry Baudet , Gideon van Meijeren en Freek Jansen , hebben zich niet aan de gedragsregels gehouden , omdat ze een nevenfunctie niet hebben geregistreerd bij de Tweede Kamer .",succes en falen,Nee,issue_no,FvD,Via het Instagram-account van de NOS kon je vragen insturen voor Lilian Marijnissen .,Politiek-verslaggever Albert Bos legde deze vragen vanochtend voor aan de SP-leider .
"Vanavond staat de hele uitzending in het teken van GroenLinks-PvdA , de nieuwe linkse fusiepartij die voor het eerst aan de landelijke verkiezingen meedoet met één kieslijst en één verkiezingsprogramma .",issue position,Nee,issue_no,GL/PvdA,"Kiezers uit eigen kring komen aan bod met verwachtingen , ambities en kritiek .",Lijsttrekker Frans Timmermans is te gast .
"Vanavond staat de hele uitzending in het teken van GroenLinks-PvdA , de nieuwe linkse fusiepartij die voor het eerst aan de landelijke verkiezingen meedoet met één kieslijst en één verkiezingsprogramma .",conflict,Nee,issue_no,GL/PvdA,"Kiezers uit eigen kring komen aan bod met verwachtingen , ambities en kritiek .",Lijsttrekker Frans Timmermans is te gast .
"Vanavond staat de hele uitzending in het teken van GroenLinks-PvdA , de nieuwe linkse fusiepartij die voor het eerst aan de landelijke verkiezingen meedoet met één kieslijst en één verkiezingsprogramma .",succes en falen,Nee,issue_no,GL/PvdA,"Kiezers uit eigen kring komen aan bod met verwachtingen , ambities en kritiek .",Lijsttrekker Frans Timmermans is te gast .
"Vierstrijd tussen VVD , GroenLinks-PvdA , PVV en NSC",issue position,Nee,issue_no,VVD,,Verslaggever Gert-Jan Dennekamp sprak met Oekraïense vluchtelingen en met vrijwilligers die hen helpen .
"Vierstrijd tussen VVD , GroenLinks-PvdA , PVV en NSC",conflict,Ja,issue_yes,VVD,,Verslaggever Gert-Jan Dennekamp sprak met Oekraïense vluchtelingen en met vrijwilligers die hen helpen .
"Vierstrijd tussen VVD , GroenLinks-PvdA , PVV en NSC",succes en falen,Nee,issue_no,VVD,,Verslaggever Gert-Jan Dennekamp sprak met Oekraïense vluchtelingen en met vrijwilligers die hen helpen .
De Hogeschool Saxion heeft het contract van docent en voormalig kandidaat-Kamerlid van de BBB Jasper Rekers per direct opgeschort .,issue position,Nee,issue_no,Overig,,Geconfronteerd met de berichtenstroom nam de BBB afstand van Rekers' uitspraken .
De Hogeschool Saxion heeft het contract van docent en voormalig kandidaat-Kamerlid van de BBB Jasper Rekers per direct opgeschort .,conflict,Ja,issue_yes,Overig,,Geconfronteerd met de berichtenstroom nam de BBB afstand van Rekers' uitspraken .
De Hogeschool Saxion heeft het contract van docent en voormalig kandidaat-Kamerlid van de BBB Jasper Rekers per direct opgeschort .,succes en falen,Nee,issue_no,Overig,,Geconfronteerd met de berichtenstroom nam de BBB afstand van Rekers' uitspraken .
Thierry Baudet,issue position,Nee,issue_no,FvD,Het debat wordt live uitgezonden op NPO Politiek en Nieuws vanaf 20.00 uur .,19:59
Thierry Baudet,conflict,Nee,issue_no,FvD,Het debat wordt live uitgezonden op NPO Politiek en Nieuws vanaf 20.00 uur .,19:59
Thierry Baudet,succes en falen,Nee,issue_no,FvD,Het debat wordt live uitgezonden op NPO Politiek en Nieuws vanaf 20.00 uur .,19:59
"VVD-leider Yesilgöz : ik zal nooit zeggen : ' ik ben vrouw , dus stem op mij'",issue position,Nee,issue_no,VVD,Vanavond om 21:30 uur in #Nieuwsuur @NPO2 :,▶️Verkiezingsuitzending :
"VVD-leider Yesilgöz : ik zal nooit zeggen : ' ik ben vrouw , dus stem op mij'",conflict,Nee,issue_no,VVD,Vanavond om 21:30 uur in #Nieuwsuur @NPO2 :,▶️Verkiezingsuitzending :
"VVD-leider Yesilgöz : ik zal nooit zeggen : ' ik ben vrouw , dus stem op mij'",succes en falen,Nee,issue_no,VVD,Vanavond om 21:30 uur in #Nieuwsuur @NPO2 :,▶️Verkiezingsuitzending :
"VVD , D66 , GroenLinks-PvdA , CDA , ChristenUnie , Volt , JA21 , en SGP .",issue position,Ja,issue_yes,VVD,"Bij D66 , GroenLinks-PvdA , en Volt loopt de uitstoot meer terug dan bij ChristenUnie en VVD .",De veehouderij zal bij die eerste drie partijen meer krimpen dan bij VVD en ChristenUnie .
"VVD , D66 , GroenLinks-PvdA , CDA , ChristenUnie , Volt , JA21 , en SGP .",conflict,Nee,issue_no,VVD,"Bij D66 , GroenLinks-PvdA , en Volt loopt de uitstoot meer terug dan bij ChristenUnie en VVD .",De veehouderij zal bij die eerste drie partijen meer krimpen dan bij VVD en ChristenUnie .
"VVD , D66 , GroenLinks-PvdA , CDA , ChristenUnie , Volt , JA21 , en SGP .",succes en falen,Nee,issue_no,VVD,"Bij D66 , GroenLinks-PvdA , en Volt loopt de uitstoot meer terug dan bij ChristenUnie en VVD .",De veehouderij zal bij die eerste drie partijen meer krimpen dan bij VVD en ChristenUnie .
"Politicus Geert Wilders stond in 2017 op de cover , maar dat deed hij toen samen zijn Franse collega Marine Le Pen , ter promotie van een artikel over de opkomst van populisme .",issue position,Nee,issue_no,PVV,"En hij won toen wel . """,De acht Nederlanders die Max Verstappen voorgingen op de cover van Time Magazine :
"Politicus Geert Wilders stond in 2017 op de cover , maar dat deed hij toen samen zijn Franse collega Marine Le Pen , ter promotie van een artikel over de opkomst van populisme .",conflict,Nee,issue_no,PVV,"En hij won toen wel . """,De acht Nederlanders die Max Verstappen voorgingen op de cover van Time Magazine :
"Politicus Geert Wilders stond in 2017 op de cover , maar dat deed hij toen samen zijn Franse collega Marine Le Pen , ter promotie van een artikel over de opkomst van populisme .",succes en falen,Nee,issue_no,PVV,"En hij won toen wel . """,De acht Nederlanders die Max Verstappen voorgingen op de cover van Time Magazine :
PVV-leider Geert Wilders wil deelnemen aan een volgend kabinet en dan bij voorkeur niet in een gedoogconstructie .,issue position,Ja,issue_yes,PVV,,""" Als wij dadelijk - waar ik op hoop , en waar ik eerlijk gezegd ook vanuit ga - aan die onderhandelingstafel komen , zullen dat onze prioriteiten zijn . """
PVV-leider Geert Wilders wil deelnemen aan een volgend kabinet en dan bij voorkeur niet in een gedoogconstructie .,conflict,Nee,issue_no,PVV,,""" Als wij dadelijk - waar ik op hoop , en waar ik eerlijk gezegd ook vanuit ga - aan die onderhandelingstafel komen , zullen dat onze prioriteiten zijn . """
PVV-leider Geert Wilders wil deelnemen aan een volgend kabinet en dan bij voorkeur niet in een gedoogconstructie .,succes en falen,Nee,issue_no,PVV,,""" Als wij dadelijk - waar ik op hoop , en waar ik eerlijk gezegd ook vanuit ga - aan die onderhandelingstafel komen , zullen dat onze prioriteiten zijn . """
"Volgens lijsttrekker Esther Ouwehand staan de thema's van haar partij "" inmiddels op het politieke hoofdtoneel "" , maar meedoen aan een coalitie met partijen die "" pappen en nathouden "" , wil ze niet .",issue position,Ja,issue_yes,Overig,De reden : integriteitsmeldingen .,Ouwehand trad tijdelijk terug en maakte dat tot grote verrassing van de leden bekend aan het eind van het partijcongres .
"Volgens lijsttrekker Esther Ouwehand staan de thema's van haar partij "" inmiddels op het politieke hoofdtoneel "" , maar meedoen aan een coalitie met partijen die "" pappen en nathouden "" , wil ze niet .",conflict,Ja,issue_yes,Overig,De reden : integriteitsmeldingen .,Ouwehand trad tijdelijk terug en maakte dat tot grote verrassing van de leden bekend aan het eind van het partijcongres .
"Volgens lijsttrekker Esther Ouwehand staan de thema's van haar partij "" inmiddels op het politieke hoofdtoneel "" , maar meedoen aan een coalitie met partijen die "" pappen en nathouden "" , wil ze niet .",succes en falen,Nee,issue_no,Overig,De reden : integriteitsmeldingen .,Ouwehand trad tijdelijk terug en maakte dat tot grote verrassing van de leden bekend aan het eind van het partijcongres .
NSC van Pieter Omtzigt en BBB van Caroline van der Plas hebben hun voorstellen niet laten doorrekenen .,issue position,Ja,issue_yes,NSC,"Tegelijkertijd hebben veel partijen inmiddels zo veel kennis over de CPB-modellen vergaard , dat ze heel goed weten met welke voorstellen ze goed uit de doorrekening komen .","Belastingkortingen voor werkenden stimuleren mensen om te gaan werken , en dat heeft een positieve uitwerking op het CPB-oordeel ."
NSC van Pieter Omtzigt en BBB van Caroline van der Plas hebben hun voorstellen niet laten doorrekenen .,conflict,Nee,issue_no,NSC,"Tegelijkertijd hebben veel partijen inmiddels zo veel kennis over de CPB-modellen vergaard , dat ze heel goed weten met welke voorstellen ze goed uit de doorrekening komen .","Belastingkortingen voor werkenden stimuleren mensen om te gaan werken , en dat heeft een positieve uitwerking op het CPB-oordeel ."
NSC van Pieter Omtzigt en BBB van Caroline van der Plas hebben hun voorstellen niet laten doorrekenen .,succes en falen,Nee,issue_no,NSC,"Tegelijkertijd hebben veel partijen inmiddels zo veel kennis over de CPB-modellen vergaard , dat ze heel goed weten met welke voorstellen ze goed uit de doorrekening komen .","Belastingkortingen voor werkenden stimuleren mensen om te gaan werken , en dat heeft een positieve uitwerking op het CPB-oordeel ."
"De installatie van de 37-jarige VVD'er verliep anders dan andere installaties , meldt Omroep West . Direct nadat commissaris van de koning Jaap Smit de formele procedure had voltooid , vroeg de kersverse burgemeester iedereen in de raadszaal om een blinddoek om te doen .",issue position,Nee,issue_no,VVD,"De eerste blinde burgemeester van Nederland was Ad Bestman , van januari 1981 tot begin 1988 , in de toen nog zelfstandige gemeente Abcoude .",Zo wilde ze de aanwezigen laten voelen hoe het is om vrijwel zonder zicht door het leven te gaan :
"De installatie van de 37-jarige VVD'er verliep anders dan andere installaties , meldt Omroep West . Direct nadat commissaris van de koning Jaap Smit de formele procedure had voltooid , vroeg de kersverse burgemeester iedereen in de raadszaal om een blinddoek om te doen .",conflict,Nee,issue_no,VVD,"De eerste blinde burgemeester van Nederland was Ad Bestman , van januari 1981 tot begin 1988 , in de toen nog zelfstandige gemeente Abcoude .",Zo wilde ze de aanwezigen laten voelen hoe het is om vrijwel zonder zicht door het leven te gaan :
"De installatie van de 37-jarige VVD'er verliep anders dan andere installaties , meldt Omroep West . Direct nadat commissaris van de koning Jaap Smit de formele procedure had voltooid , vroeg de kersverse burgemeester iedereen in de raadszaal om een blinddoek om te doen .",succes en falen,Nee,issue_no,VVD,"De eerste blinde burgemeester van Nederland was Ad Bestman , van januari 1981 tot begin 1988 , in de toen nog zelfstandige gemeente Abcoude .",Zo wilde ze de aanwezigen laten voelen hoe het is om vrijwel zonder zicht door het leven te gaan :
In eerdere kabinetten werkte de PvdA mee aan de verzelfstandiging van publieke sectoren zoals het openbaar vervoer en de volkshuisvesting .,issue position,Ja,issue_yes,GL/PvdA,,""" Wij geven de schoolbesturen een zak met geld en zij maken er een zootje van "" , zegt geschiedenisleraar John Arts . "" De mensen die écht hart hebben voor het onderwijs hebben geen zeggenschap over het onderwijs . """
In eerdere kabinetten werkte de PvdA mee aan de verzelfstandiging van publieke sectoren zoals het openbaar vervoer en de volkshuisvesting .,conflict,Nee,issue_no,GL/PvdA,,""" Wij geven de schoolbesturen een zak met geld en zij maken er een zootje van "" , zegt geschiedenisleraar John Arts . "" De mensen die écht hart hebben voor het onderwijs hebben geen zeggenschap over het onderwijs . """
In eerdere kabinetten werkte de PvdA mee aan de verzelfstandiging van publieke sectoren zoals het openbaar vervoer en de volkshuisvesting .,succes en falen,Nee,issue_no,GL/PvdA,,""" Wij geven de schoolbesturen een zak met geld en zij maken er een zootje van "" , zegt geschiedenisleraar John Arts . "" De mensen die écht hart hebben voor het onderwijs hebben geen zeggenschap over het onderwijs . """
"Arib kreeg in de Tweede Kamer bijval van PvdA-GroenLinks , SP , Partij voor de Dieren , BBB en het lid Omtzigt .",issue position,Nee,issue_no,GL/PvdA,""" Het zou de Tweede Kamer passen om aan dit handelen een halt toe te roepen en te voorkomen dat een onrechtmatige rapportage over het onrechtmatige onderzoek wordt uitgebracht en gepubliceerd voordat de rechter een oordeel heeft geveld . """,Het presidium trekt die conclusie uit een samenvatting van het onderzoeksrapport van bureau Hoffmann .
"Arib kreeg in de Tweede Kamer bijval van PvdA-GroenLinks , SP , Partij voor de Dieren , BBB en het lid Omtzigt .",conflict,Ja,issue_yes,GL/PvdA,""" Het zou de Tweede Kamer passen om aan dit handelen een halt toe te roepen en te voorkomen dat een onrechtmatige rapportage over het onrechtmatige onderzoek wordt uitgebracht en gepubliceerd voordat de rechter een oordeel heeft geveld . """,Het presidium trekt die conclusie uit een samenvatting van het onderzoeksrapport van bureau Hoffmann .
"Arib kreeg in de Tweede Kamer bijval van PvdA-GroenLinks , SP , Partij voor de Dieren , BBB en het lid Omtzigt .",succes en falen,Nee,issue_no,GL/PvdA,""" Het zou de Tweede Kamer passen om aan dit handelen een halt toe te roepen en te voorkomen dat een onrechtmatige rapportage over het onrechtmatige onderzoek wordt uitgebracht en gepubliceerd voordat de rechter een oordeel heeft geveld . """,Het presidium trekt die conclusie uit een samenvatting van het onderzoeksrapport van bureau Hoffmann .
"Als Frans Timmermans op 14 oktober het eerste gezamenlijke GroenLinks-PvdA-congres toespreekt , is de sfeer enthousiast en optimistisch .",issue position,Nee,issue_no,GL/PvdA,,Mail dedag@radio1.nl Deze aflevering van De Dag kun je hier beluisteren .
"Als Frans Timmermans op 14 oktober het eerste gezamenlijke GroenLinks-PvdA-congres toespreekt , is de sfeer enthousiast en optimistisch .",conflict,Ja,issue_yes,GL/PvdA,,Mail dedag@radio1.nl Deze aflevering van De Dag kun je hier beluisteren .
"Als Frans Timmermans op 14 oktober het eerste gezamenlijke GroenLinks-PvdA-congres toespreekt , is de sfeer enthousiast en optimistisch .",succes en falen,Nee,issue_no,GL/PvdA,,Mail dedag@radio1.nl Deze aflevering van De Dag kun je hier beluisteren .
Lijsttrekker Dassen ( Volt ) bij Nieuwsuur :,issue position,Nee,issue_no,Overig,Pieter Omtzigt lijkt een lichte voorkeur te hebben voor een centrumrechtse coalitie met de VVD .,Maar ook hun zwakke punten zullen duidelijk worden .
Lijsttrekker Dassen ( Volt ) bij Nieuwsuur :,conflict,Ja,issue_yes,Overig,Pieter Omtzigt lijkt een lichte voorkeur te hebben voor een centrumrechtse coalitie met de VVD .,Maar ook hun zwakke punten zullen duidelijk worden .
Lijsttrekker Dassen ( Volt ) bij Nieuwsuur :,succes en falen,Nee,issue_no,Overig,Pieter Omtzigt lijkt een lichte voorkeur te hebben voor een centrumrechtse coalitie met de VVD .,Maar ook hun zwakke punten zullen duidelijk worden .
In gesprek met Laurens Dassen ( Volt ),issue position,Nee,issue_no,Volt,We praten erover met correspondent Kysia Hekster .,
In gesprek met Laurens Dassen ( Volt ),conflict,Nee,issue_no,Volt,We praten erover met correspondent Kysia Hekster .,
In gesprek met Laurens Dassen ( Volt ),succes en falen,Nee,issue_no,Volt,We praten erover met correspondent Kysia Hekster .,
Bontenbal :,issue position,Ja,issue_yes,CDA,Omtzigt :,ons eerste miljard gaat naar mensen onder bestaansminimum
Bontenbal :,conflict,Nee,issue_no,CDA,Omtzigt :,ons eerste miljard gaat naar mensen onder bestaansminimum
Bontenbal :,succes en falen,Nee,issue_no,CDA,Omtzigt :,ons eerste miljard gaat naar mensen onder bestaansminimum
Aan de teloorgang van het CDA lijkt voorlopig nog geen einde te komen .,conflict,Nee,issue_no,CDA,,"Het CDA , ooit een brede volkspartij , hamert op "" waarden en normen "" en pleit voor een "" fatsoenlijk land "" ."
Aan de teloorgang van het CDA lijkt voorlopig nog geen einde te komen .,issue position,Ja,issue_yes,CDA,,"Het CDA , ooit een brede volkspartij , hamert op "" waarden en normen "" en pleit voor een "" fatsoenlijk land "" ."
Aan de teloorgang van het CDA lijkt voorlopig nog geen einde te komen .,succes en falen,Nee,issue_no,CDA,,"Het CDA , ooit een brede volkspartij , hamert op "" waarden en normen "" en pleit voor een "" fatsoenlijk land "" ."
"Lokale partij Nieuw Haaksbergen ( NH ) , coalitiepartner CDA en oppositiepartij VVD hebben zich altijd fel verzet tegen de zoutwinning .",issue position,Ja,issue_yes,CDA,Zo zijn er zorgen over bijvoorbeeld bodemdaling en trillingen onder de grond .,"Vanavond ging NH , tot onvrede van de andere twee partijen , toch overstag , meldt RTV Oost ."
"Lokale partij Nieuw Haaksbergen ( NH ) , coalitiepartner CDA en oppositiepartij VVD hebben zich altijd fel verzet tegen de zoutwinning .",conflict,Nee,issue_no,CDA,Zo zijn er zorgen over bijvoorbeeld bodemdaling en trillingen onder de grond .,"Vanavond ging NH , tot onvrede van de andere twee partijen , toch overstag , meldt RTV Oost ."
"Lokale partij Nieuw Haaksbergen ( NH ) , coalitiepartner CDA en oppositiepartij VVD hebben zich altijd fel verzet tegen de zoutwinning .",succes en falen,Nee,issue_no,CDA,Zo zijn er zorgen over bijvoorbeeld bodemdaling en trillingen onder de grond .,"Vanavond ging NH , tot onvrede van de andere twee partijen , toch overstag , meldt RTV Oost ."
Het Europees Parlement en de 27 EU-lidstaten hebben een akkoord bereikt over de natuurherstelwet van voormalig Eurocommissaris Frans Timmermans .,issue position,Ja,issue_yes,GL/PvdA,Wat heb je gemist ?,"De deal die er nu ligt , is een sterk afgezwakte versie van het oorspronkelijke plan van Timmermans ."
Het Europees Parlement en de 27 EU-lidstaten hebben een akkoord bereikt over de natuurherstelwet van voormalig Eurocommissaris Frans Timmermans .,conflict,Nee,issue_no,GL/PvdA,Wat heb je gemist ?,"De deal die er nu ligt , is een sterk afgezwakte versie van het oorspronkelijke plan van Timmermans ."
Het Europees Parlement en de 27 EU-lidstaten hebben een akkoord bereikt over de natuurherstelwet van voormalig Eurocommissaris Frans Timmermans .,succes en falen,Nee,issue_no,GL/PvdA,Wat heb je gemist ?,"De deal die er nu ligt , is een sterk afgezwakte versie van het oorspronkelijke plan van Timmermans ."
In gesprek met Mirjam Bikker ( CU ),issue position,Nee,issue_no,CU,"We spreken met journalist en RSF-vertegenwoordiger Khaled Drareni en cameraman Ibrahim Isbaita , werkzaam in de Gazastrook .",In aanloop naar de Tweede Kamerverkiezingen komt Nieuwsuur met speciale uitzendingen .
In gesprek met Mirjam Bikker ( CU ),conflict,Nee,issue_no,CU,"We spreken met journalist en RSF-vertegenwoordiger Khaled Drareni en cameraman Ibrahim Isbaita , werkzaam in de Gazastrook .",In aanloop naar de Tweede Kamerverkiezingen komt Nieuwsuur met speciale uitzendingen .
In gesprek met Mirjam Bikker ( CU ),succes en falen,Nee,issue_no,CU,"We spreken met journalist en RSF-vertegenwoordiger Khaled Drareni en cameraman Ibrahim Isbaita , werkzaam in de Gazastrook .",In aanloop naar de Tweede Kamerverkiezingen komt Nieuwsuur met speciale uitzendingen .
Zes partijen heeft Joost Eerdmans gediend in zijn politieke carrière voordat hij zijn eigen partij oprichtte met oud FvD-collega Annabel Nanninga .,issue position,Nee,issue_no,JA21,,"Het ministerie liet weten dat er wel contact is geweest met een Deense collega , maar dat er verder niets is gebeurd omdat dit plan niet uitvoerbaar is binnen de EU-wetgeving ."
Zes partijen heeft Joost Eerdmans gediend in zijn politieke carrière voordat hij zijn eigen partij oprichtte met oud FvD-collega Annabel Nanninga .,conflict,Nee,issue_no,JA21,,"Het ministerie liet weten dat er wel contact is geweest met een Deense collega , maar dat er verder niets is gebeurd omdat dit plan niet uitvoerbaar is binnen de EU-wetgeving ."
Zes partijen heeft Joost Eerdmans gediend in zijn politieke carrière voordat hij zijn eigen partij oprichtte met oud FvD-collega Annabel Nanninga .,succes en falen,Nee,issue_no,JA21,,"Het ministerie liet weten dat er wel contact is geweest met een Deense collega , maar dat er verder niets is gebeurd omdat dit plan niet uitvoerbaar is binnen de EU-wetgeving ."
"Politicus Geert Wilders stond in 2017 op de cover , maar dat deed hij toen samen zijn Franse collega Marine Le Pen , ter promotie van een artikel over de opkomst van populisme .",issue position,Nee,issue_no,PVV,"En hij won toen wel . """,Chicago Bulls
"Politicus Geert Wilders stond in 2017 op de cover , maar dat deed hij toen samen zijn Franse collega Marine Le Pen , ter promotie van een artikel over de opkomst van populisme .",conflict,Nee,issue_no,PVV,"En hij won toen wel . """,Chicago Bulls
"Politicus Geert Wilders stond in 2017 op de cover , maar dat deed hij toen samen zijn Franse collega Marine Le Pen , ter promotie van een artikel over de opkomst van populisme .",succes en falen,Nee,issue_no,PVV,"En hij won toen wel . """,Chicago Bulls
"Vanochtend hebben negen partijen - VVD , GroenLinks-PvdA , D66 , CDA , Partij voor de Dieren , SP , Volt , Bij1 en 50Plus - laten weten hun handtekeningen onder de afspraken te zetten .",issue position,Ja,issue_yes,VVD,Wat is strategisch stemmen ?,NSC en BBB doen het niet .
